ID	CATEGORY	CONTEXT	ENGLISH_SOURCE	RUSSIAN_EFFECTIVE	ORIGIN
SF-RU-0689	BRIEFING	mission 11, location		РОЗОВКА, КАЗАХСТАН	proofread built-in briefing
SF-RU-0690	BRIEFING	mission 11, mission title		ПОБЕГ С БАЗЫ	proofread built-in briefing
SF-RU-0691	BRIEFING	mission 11, date/time		09/01 21:45	proofread built-in briefing
SF-RU-0692	BRIEFING	mission 11, directive		СООБЩЕНИЕ ОТ ТОМАСА МАРКИНСОНА:\n\nТАЙМЕРЫ НА УСТАНОВЛЕННОЙ ТОБОЙ ВЗРЫВЧАТКЕ ЗАПУЩЕНЫ. КОГДА ЗАРЯДЫ СРАБОТАЮТ, ОСТАНЕТСЯ ВОРОНКА ШИРИНОЙ В МИЛЮ. НАШ ВЕРТОЛЁТ ЗАБЕРЁТ ТЕБЯ У ГЛАВНЫХ ВОРОТ, КАК ТОЛЬКО ТЫ ДОБЕРЕШСЯ ДО НИХ. ПОТОРОПИСЬ, У НАС МАЛО ВРЕМЕНИ!	proofread built-in briefing
SF-RU-0693	BRIEFING	mission 11, additional directive		Я ОТПРАВИЛ ГРУППУ К ТОЧКЕ ВСТРЕЧИ С ЛИАН СИН. ОНИ НАШЛИ ТОЛЬКО ГОРЯЩИЕ ОБЛОМКИ. ЭРИХ РОМЕР ДОРОГО ЗА ЭТО ЗАПЛАТИТ И ОЧЕНЬ СКОРО.	proofread built-in briefing
SF-RU-0694	BRIEFING	mission 12, location		УЖГОРОД, УКРАИНА	proofread built-in briefing
SF-RU-0695	BRIEFING	mission 12, mission title		КРЕПОСТЬ РОМЕРА	proofread built-in briefing
SF-RU-0696	BRIEFING	mission 12, date/time		09/07 06:30	proofread built-in briefing
SF-RU-0697	BRIEFING	mission 12, directive		СООБЩЕНИЕ ОТ ТОМАСА МАРКИНСОНА:\n\nТЕБЕ НУЖНО СПУСТИТЬСЯ В КАТАКОМБЫ, ГДЕ ДЕРЖАТ ФЭЙГАНА. ПО ПУТИ УСТРАНИ ВСЕХ УЧЁНЫХ ФАРКОМ: Я ХОЧУ ПОЛНОСТЬЮ ПРЕКРАТИТЬ ИХ ДЕЯТЕЛЬНОСТЬ ЗДЕСЬ.	proofread built-in briefing
SF-RU-0698	BRIEFING	mission 12, additional directive		НАШИ ЛАБОРАТОРИИ ПОДГОТОВИЛИ АНТИГЕН, КОТОРЫЙ СДЕРЖИВАЕТ ДЕЙСТВИЕ ВИРУСА. ВВЕДИ ЕГО КАЖДОМУ НАЙДЕННОМУ ПОДОПЫТНОМУ. АГЕНТСТВУ НУЖНЫ ЭТИ ЛЮДИ ЖИВЫМИ, ПОЭТОМУ СДЕЛАЙ ВСЁ ВОЗМОЖНОЕ ДЛЯ ИХ СПАСЕНИЯ.	proofread built-in briefing
SF-RU-0699	BRIEFING	mission 13, location		УЖГОРОД, УКРАИНА	proofread built-in briefing
SF-RU-0700	BRIEFING	mission 13, mission title		НИЖНИЙ УРОВЕНЬ КРЕПОСТИ	proofread built-in briefing
SF-RU-0701	BRIEFING	mission 13, date/time		09/07 07:15	proofread built-in briefing
SF-RU-0702	BRIEFING	mission 13, directive		СООБЩЕНИЕ ОТ ТОМАСА МАРКИНСОНА:\n\nИНЦИДЕНТ В КАЗАХСТАНЕ ВЫЗВАЛ СКАНДАЛ В ГОСДЕПАРТАМЕНТЕ, А СОВЕТ ООН В ЯРОСТИ. АГЕНТСТВО, РАЗУМЕЕТСЯ, ПЕРЕКЛАДЫВАЕТ ВИНУ НА КОМАНДОВАНИЕ НАТО. СЕЙЧАС ТЫ НА ПОЛПУТИ ЧЕРЕЗ КРЕПОСТЬ РОМЕРА. ПО СХЕМАМ ИНТЕРПОЛА ВХОД В КАТАКОМБЫ, ВЕРОЯТНО, НАХОДИТСЯ В ЧАСОВНЕ РОЗ. НАЙДИ ЭТУ ЧАСОВНЮ.	proofread built-in briefing
SF-RU-0703	BRIEFING	mission 13, additional directive		ВСЕ ЦЕЛИ МИССИИ ОСТАЮТСЯ В СИЛЕ: ЛИКВИДИРУЙ УЧЁНЫХ ФАРКОМ, ВВЕДИ АНТИГЕН ПОДОПЫТНЫМ И НАЙДИ ДЖОНАТАНА ФЭЙГАНА.	proofread built-in briefing
SF-RU-0704	BRIEFING	mission 14, location		УЖГОРОД, УКРАИНА	proofread built-in briefing
SF-RU-0705	BRIEFING	mission 14, mission title		КАТАКОМБЫ КРЕПОСТИ	proofread built-in briefing
SF-RU-0706	BRIEFING	mission 14, date/time		09/07 08:00	proofread built-in briefing
SF-RU-0707	BRIEFING	mission 14, directive		СООБЩЕНИЕ ОТ ТОМАСА МАРКИНСОНА:\n\nЕСЛИ ЭТИ КАТАКОМБЫ ПОХОЖИ НА ТЕ, ЧТО МЫ ЗАКРЫЛИ ПОД ПАРИЖЕМ, ТО ДЛЯ ОХРАНЫ РОМЕР ИСПОЛЬЗУЕТ СИСТЕМУ РАСПОЗНАВАНИЯ ЛАДОНИ. ТЕБЕ ПРИДЁТСЯ ПРОСЛЕДОВАТЬ ЗА ОХРАННИКОМ ИЛИ СОТРУДНИКОМ ЛАБОРАТОРИИ РОМЕРА ДО КАМЕРЫ ФЭЙГАНА И ДОЖДАТЬСЯ, ПОКА ОН ОТКРОЕТ ДВЕРЬ. ПОМНИ: ФЭЙГАН НУЖЕН МНЕ ЖИВЫМ.	proofread built-in briefing
SF-RU-0708	BRIEFING	mission 14, additional directive		АГЕНТСТВО ПРЕКРАТИЛО КОНТАКТЫ С ГОСДЕПАРТАМЕНТОМ. НЕ ОТВЕЧАЙ НА СООБЩЕНИЯ ОТ ДРУГИХ СОТРУДНИКОВ АГЕНТСТВА. У НАС КОНЧАЕТСЯ ВРЕМЯ.	proofread built-in briefing
SF-RU-0709	BRIEFING	mission 15, location		АЛМАТЫ, КАЗАХСТАН	proofread built-in briefing
SF-RU-0710	BRIEFING	mission 15, mission title		СКЛАДЫ ФАРКОМ	proofread built-in briefing
SF-RU-0711	BRIEFING	mission 15, date/time		09/08 03:00	proofread built-in briefing
SF-RU-0712	BRIEFING	mission 15, directive		СООБЩЕНИЕ ОТ ЛИАН СИН:\n\nЛЮДИ РОМЕРА КРУПНЫМИ СИЛАМИ АТАКУЮТ СКЛАДСКОЙ РАЙОН ФЭЙГАНА. ТЫ ДОЛЖЕН ДОБРАТЬСЯ ДО ЦЕНТРАЛЬНЫХ КОМПЬЮТЕРОВ ШАХТЫ РАНЬШЕ НИХ. СПУТНИКИ АГЕНТСТВА НЕ РАБОТАЮТ, НО АРАМОВА УВЕРЯЕТ, ЧТО ПОПАСТЬ В ШАХТУ МОЖНО ТОЛЬКО ЧЕРЕЗ СЛУЖЕБНЫЕ ЛИФТЫ НА СКЛАДЕ 76. КОДЫ ДОСТУПА ЕСТЬ У ЭРИКСОНА - СНАЧАЛА НАЙДИ ЕГО.	proofread built-in briefing
SF-RU-0713	BRIEFING	mission 15, additional directive		НА ЭТОМ СКЛАДЕ ФАРКОМ СОБИРАЛА ТЕЛА, КОТОРЫЕ ИСПОЛЬЗОВАЛИСЬ ДЛЯ ПЕРЕВОЗКИ ВИРУСА. УСТАНОВИ МАЯК НА КАЖДОМ НАЙДЕННОМ ТЕЛЕ, ЧТОБЫ АГЕНТСТВО ДОСТАВИЛО ИХ НА ОБЪЕКТ БИОЛОГИЧЕСКОЙ ЗАЩИТЫ ПЯТОГО УРОВНЯ ДЛЯ УНИЧТОЖЕНИЯ.	proofread built-in briefing
SF-RU-0714	BRIEFING	mission 16, location		АЛМАТЫ, КАЗАХСТАН	proofread built-in briefing
SF-RU-0715	BRIEFING	mission 16, mission title		ЭЛИТНАЯ ОХРАНА ФАРКОМ	proofread built-in briefing
SF-RU-0716	BRIEFING	mission 16, date/time		09/08 03:25	proofread built-in briefing
SF-RU-0717	BRIEFING	mission 16, directive		СООБЩЕНИЕ ОТ ЛИАН СИН:\n\nЯ ВСЁ ЕЩЁ НЕ МОГУ СВЯЗАТЬСЯ С МАРКИНСОНОМ, НО ВЗЛОМАЛА ЕВРОПЕЙСКУЮ КОМПЬЮТЕРНУЮ СЕТЬ АГЕНТСТВА. ПЛОХИЕ НОВОСТИ: СКОРЕЕ ВСЕГО, ТЕБЕ ПРИДЁТСЯ СТОЛКНУТЬСЯ С ЭЛИТНОЙ ОХРАНОЙ ФАРКОМ - ОТЛИЧНО ОБУЧЕННОЙ И ВООРУЖЁННОЙ. ДАЖЕ ЛЮДИ РОМЕРА ЕЩЁ НЕ ПРОРВАЛИ ИХ ПЕРИМЕТР.	proofread built-in briefing
SF-RU-0718	BRIEFING	mission 16, additional directive		ПО ВОЗМОЖНОСТИ ИЗБЕГАЙ ОТКРЫТЫХ ПЕРЕСТРЕЛОК. СКЛАД 76 ДОЛЖЕН НАХОДИТЬСЯ К ЮГУ ОТ ТЕБЯ. ГДЕ, ЧЁРТ ВОЗЬМИ, ПОДКРЕПЛЕНИЕ АГЕНТСТВА? НАТО СЧИТАЕТ, ЧТО НАЧАЛАСЬ ГРАЖДАНСКАЯ ВОЙНА, НО НАМ НИКТО НЕ ПОМОГАЕТ.	proofread built-in briefing
SF-RU-0719	BRIEFING	mission 17, location		АЛМАТЫ, КАЗАХСТАН	proofread built-in briefing
SF-RU-0720	BRIEFING	mission 17, mission title		СКЛАД 76	proofread built-in briefing
SF-RU-0721	BRIEFING	mission 17, date/time		09/08 04:00	proofread built-in briefing
SF-RU-0722	BRIEFING	mission 17, directive		СООБЩЕНИЕ ОТ ЛИАН СИН:\n\nВЕСЬ СКЛАДСКОЙ РАЙОН ОХВАЧЕН ОГНЁМ. НУЖНО НАЙТИ ГРУЗОВОЙ ЛИФТ, ПРЕЖДЕ ЧЕМ СКЛАД 76 РУХНЕТ ВОКРУГ ТЕБЯ. ПО СЛОВАМ АРАМОВОЙ, ОН НАХОДИТСЯ В ЮГО-ВОСТОЧНОМ УГЛУ ЗДАНИЯ. ВРЕМЕНИ ПОЧТИ НЕТ.	proofread built-in briefing
SF-RU-0723	BRIEFING	mission 17, additional directive		Я ПРОВЕЛА ЭКСПРЕСС-АНАЛИЗ СЫВОРОТКИ, КОТОРУЮ ТОМАС МАРКИНСОН ПРИКАЗАЛ ВВОДИТЬ ПОДОПЫТНЫМ В КРЕПОСТИ ЭРИХА РОМЕРА. ГЕЙБ, ЭТО БЫЛА НЕ ВАКЦИНА, А КОНЦЕНТРИРОВАННЫЙ ХЛОРИД КАЛИЯ, КОТОРЫЙ ИСПОЛЬЗУЮТ ДЛЯ СМЕРТЕЛЬНЫХ ИНЪЕКЦИЙ. МАРКИНСОН ЗАСТАВИЛ ТЕБЯ УБИТЬ ЭТИХ ЛЮДЕЙ.	proofread built-in briefing
SF-RU-0724	BRIEFING	mission 18, location		АЛМАТЫ, КАЗАХСТАН	proofread built-in briefing
SF-RU-0725	BRIEFING	mission 18, mission title		ТОННЕЛИ К РАКЕТНОЙ ШАХТЕ	proofread built-in briefing
SF-RU-0726	BRIEFING	mission 18, date/time		09/08 04:15	proofread built-in briefing
SF-RU-0727	BRIEFING	mission 18, directive		СООБЩЕНИЕ ОТ ЛИАН СИН:\n\nПО СЛОВАМ АРАМОВОЙ, ВХОД В РАКЕТНУЮ ШАХТУ НАХОДИТСЯ ГДЕ-ТО ВНИЗУ. ИДИ ПО ГЛАВНОМУ ТОННЕЛЮ: ОН ЗАКАНЧИВАЕТСЯ У ЛИФТА ШАХТЫ. ИЗ-ЗА ПОЖАРА НАВЕРХУ НЕКОТОРЫЕ ЛИФТЫ МОГУТ НЕ РАБОТАТЬ.	proofread built-in briefing
SF-RU-0728	BRIEFING	mission 18, additional directive		Я ПЕРЕХВАТЫВАЮ ПАНИЧЕСКИЙ РАДИООБМЕН КОМАНДОВАНИЯ НАТО, НО ПО-ПРЕЖНЕМУ НЕ МОГУ СВЯЗАТЬСЯ НИ С КЕМ В АГЕНТСТВЕ.	proofread built-in briefing
SF-RU-0729	BRIEFING	mission 19, location		АЛМАТЫ, КАЗАХСТАН	proofread built-in briefing
SF-RU-0730	BRIEFING	mission 19, mission title		ОБЕСТОЧЕННЫЕ ТОННЕЛИ	proofread built-in briefing
SF-RU-0731	BRIEFING	mission 19, date/time		09/08 04:45	proofread built-in briefing
SF-RU-0732	BRIEFING	mission 19, directive		СООБЩЕНИЕ ОТ ЛИАН СИН:\n\nЭЛЕКТРОСЕТЬ ТОННЕЛЕЙ ПОЛНОСТЬЮ ОТКЛЮЧЕНА, ПОЭТОМУ ЛАЗЕРНЫЕ ЗАГРАЖДЕНИЯ ДОЛЖНЫ ИСЧЕЗНУТЬ. У ШАХТЫ СОБСТВЕННЫЙ ИСТОЧНИК ПИТАНИЯ, ТАК ЧТО ТЫ ВСЁ ЕЩЁ СМОЖЕШЬ ПОЛУЧИТЬ ДОСТУП К ГЛАВНЫМ КОМПЬЮТЕРАМ И СКАЧАТЬ ДАННЫЕ ФАРКОМ О СЕКВЕНИРОВАНИИ ДНК.	proofread built-in briefing
SF-RU-0733	BRIEFING	mission 19, additional directive		ОТТУДА ДОЛЖЕН БЫТЬ ПРЯМОЙ ПУТЬ К ШАХТЕ, ЕСЛИ УДАСТСЯ ВЫБРАТЬСЯ ИЗ ЭНЕРГЕТИЧЕСКОЙ. И, ГЕЙБ, ЛЮДЕЙ РОМЕРА ВСЁ ЕЩЁ БОЛЬШЕ. ВОЗМОЖНО, ТЕБЕ СТОИТ ВОСПОЛЬЗОВАТЬСЯ ОГРАНИЧЕННОЙ ВИДИМОСТЬЮ В СВОИХ ИНТЕРЕСАХ.	proofread built-in briefing
SF-RU-0734	BRIEFING	mission 20, location		АЛМАТЫ, КАЗАХСТАН	proofread built-in briefing
SF-RU-0735	BRIEFING	mission 20, mission title		РАКЕТНАЯ ШАХТА	proofread built-in briefing
SF-RU-0736	BRIEFING	mission 20, date/time		09/08 05:00	proofread built-in briefing
SF-RU-0737	BRIEFING	mission 20, directive		СООБЩЕНИЕ ОТ ЛИАН СИН:\n\nТЫ БЫЛ ПРАВ. ПРОЦЕДУРА ЗАПУСКА ДЕВЯТКИ УЖЕ НАЧАЛАСЬ, И МЫ НЕ МОЖЕМ ЕЁ ОСТАНОВИТЬ. ТЕБЕ ПРИДЁТСЯ НАЙТИ КОДЫ САМОУНИЧТОЖЕНИЯ РАКЕТЫ НА ЕЁ КОРПУСЕ И ВВЕСТИ ИХ В ГЛАВНЫЙ ПУСКОВОЙ КОМПЬЮТЕР. ТОГДА МЫ СМОЖЕМ ПОДОРВАТЬ ЕЁ В ВЕРХНИХ СЛОЯХ АТМОСФЕРЫ.	proofread built-in briefing
SF-RU-0738	BRIEFING	mission 20, additional directive		В ПОМЕЩЕНИИ С ГЛАВНЫМ КОМПЬЮТЕРОМ КОМАНДОВАНИЯ ТАКЖЕ НАХОДЯТСЯ ГЕНЕТИЧЕСКИЕ КОДЫ ВИРУСА СИФОН ФИЛЬТР.	proofread built-in briefing
SF-RU-0739	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\0\\MAP1.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0740	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\0\\MAP2.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0741	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\0\\MAP3.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0742	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\1\\MAP1.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0743	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\1\\MAP2.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0744	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\1\\MAP3.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0745	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\10\\MAP1.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0746	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\11\\MAP1.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0747	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\12\\MAP1.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0748	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\14\\MAP1.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0749	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\15\\MAP1.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0750	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\16\\MAP1.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0751	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\19\\MAP1.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0752	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\19\\MAP2.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0753	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\2\\MAP1.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0754	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\3\\MAP1.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0755	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\5\\MAP1.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0756	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\6\\MAP1.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0757	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\7\\MAP1.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0758	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\maps\\9\\MAP1.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0759	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\title\\LOAD.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0760	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\title\\NEW.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0761	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\title\\SEARCH.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
SF-RU-0762	GRAPHIC_TEXT_ASSET	assets\\locales\\ru-vit\\title\\VIDEO.TIM		[текст встроен в изображение TIM; проверяется визуально]	binary image asset
